id,sex,bizflag,zip,zip_bins,numords,dollars,last,sincepurch,version1,owntaxprod,upgraded,res1
10436,M,0,59404,11,1,71.5,30,11,0,0,0,0
10437,F,1,59405,11,1,34.5,13,11,0,0,0,0
10438,F,1,59405,11,1,74.5,32,3,0,0,0,0
10439,M,0,59420,11,4,200.5,2,28,0,1,1,1
10440,M,0,59420,11,1,76,17,23,1,0,0,0
10441,F,0,59446,11,2,22.5,5,5,0,0,0,0
10442,F,0,59446,11,2,69,12,35,0,0,1,0
10443,M,0,59482,11,2,64,9,5,0,0,0,0
10444,M,0,59482,11,2,40.5,17,27,0,0,1,0
10445,F,1,59522,11,2,159,1,27,1,0,0,0
10446,F,1,59522,11,3,221,5,28,0,0,1,0
10447,U,1,59601,11,2,270.5,24,25,0,0,1,0
10448,U,1,59601,11,5,106,34,29,1,0,0,0
10449,M,0,59601,11,4,359.5,28,1,0,0,0,0
10450,M,0,59601,11,2,119,12,19,0,0,1,0
10451,U,1,59633,11,1,112,16,20,1,0,0,0
10452,U,1,59633,11,1,54.5,23,17,0,0,1,0
10453,M,0,59701,11,2,100.5,14,30,0,0,1,0
10454,M,0,59701,11,2,27.5,1,23,1,0,0,0
10455,F,0,59714,11,1,24.5,20,17,1,0,0,0
10456,F,0,59714,11,1,59.5,34,26,0,0,1,0
10457,M,0,59715,11,4,86.5,14,9,0,0,0,0
10458,M,0,59715,11,2,144,32,11,0,0,0,0
10459,F,0,59715,11,1,129.5,19,8,0,0,0,0
10460,F,0,59715,11,2,44,1,8,0,0,0,0
10461,U,1,59725,11,5,132,23,25,0,0,1,0
10462,U,1,59725,11,2,131,26,27,1,0,0,0
10463,U,0,59759,11,5,341,29,8,0,0,0,0
10464,U,0,59759,11,1,42,2,12,0,0,0,0
10465,M,1,59801,11,3,79,15,24,0,1,1,0
10466,M,1,59801,11,2,28.5,9,14,0,0,0,0
10467,F,0,59801,11,3,47.5,4,13,0,0,0,0
10468,F,0,59801,11,1,29.5,19,26,0,0,1,0
10469,M,1,59802,11,1,124.5,2,28,0,0,1,0
10470,M,1,59802,11,4,198,13,16,0,0,0,0
10471,M,0,59806,11,1,71.5,17,25,0,0,1,0
10472,M,0,59806,11,2,99,16,19,0,0,0,0
10473,U,1,59833,11,2,147,15,12,0,0,0,0
10474,U,1,59833,11,3,168.5,8,31,1,0,0,0
10475,M,0,59847,11,3,138.5,8,2,0,0,0,0
10476,M,0,59847,11,2,91,4,16,0,0,0,0
10477,M,0,59870,11,5,450,26,32,1,0,0,0
10478,M,0,59870,11,2,74,18,9,0,0,0,0
10479,M,0,59901,11,1,77,23,18,0,0,1,0
10480,M,0,59901,11,1,49.5,22,22,0,0,1,0
10481,M,1,59901,11,1,88,30,21,0,0,1,1
10482,M,1,59901,11,1,75,29,18,0,0,1,0
10483,M,0,59912,11,3,242.5,19,23,1,0,0,0
10484,M,0,59912,11,4,52,33,29,1,0,0,0
10485,M,0,59937,11,2,365,13,10,0,0,0,0
10486,M,0,59937,11,5,75.5,26,1,0,0,0,0
10487,U,1,60002,11,1,70.5,30,15,0,0,0,0
10488,U,1,60002,11,2,99,6,4,0,0,0,0
10489,M,0,60004,11,1,34.5,24,6,0,0,0,0
10490,M,0,60004,11,4,63.5,31,34,0,0,1,0
10491,F,1,60004,11,1,4,26,10,0,0,0,0
10492,F,1,60004,11,2,48.5,4,10,0,0,0,0
10493,M,0,60004,11,2,14,33,2,0,0,0,0
10494,M,0,60004,11,1,24.5,18,29,1,0,0,0
10495,M,0,60005,11,1,6,25,33,0,0,1,0
10496,M,0,60005,11,1,39.5,17,13,0,0,0,0
10497,M,0,60005,11,1,69.5,11,7,0,0,0,0
10498,M,0,60005,11,5,55.5,3,7,0,0,0,0
10499,M,0,60007,11,3,38,13,19,1,0,0,0
10500,M,0,60007,11,5,168,6,20,1,0,0,0
10501,M,0,60007,11,5,213.5,35,16,0,0,0,0
10502,M,0,60007,11,3,323.5,7,18,0,0,1,1
10503,M,0,60008,11,2,79,1,11,0,0,0,0
10504,M,0,60008,11,2,62,12,1,0,0,0,0
10505,F,1,60008,11,1,29.5,15,18,0,0,0,0
10506,F,1,60008,11,1,48.5,19,1,0,0,0,0
10507,U,1,60010,11,1,9.5,4,4,0,0,0,0
10508,U,1,60010,11,1,59.5,19,15,0,0,0,0
10509,F,0,60010,11,2,51.5,6,5,0,0,0,0
10510,F,0,60010,11,2,108.5,5,31,0,0,1,0
10511,M,0,60010,11,2,98.5,3,23,0,0,1,0
10512,M,0,60010,11,2,105,28,10,0,0,0,0
10513,M,0,60010,11,4,98,3,18,1,0,0,0
10514,M,0,60010,11,1,4,6,24,1,0,0,1
10515,M,0,60013,11,2,43,6,10,0,0,0,0
10516,M,0,60013,11,1,49.5,34,4,0,0,0,0
10517,U,1,60013,11,1,39.5,16,5,0,0,0,0
10518,U,1,60013,11,1,61,28,20,1,0,0,0
10519,M,0,60014,11,1,12,2,22,1,0,0,0
10520,M,0,60014,11,3,149.5,4,20,0,1,1,0
10521,U,0,60014,11,5,157.5,22,21,1,0,0,0
10522,U,0,60014,11,2,48.5,6,7,0,0,0,0
10523,F,0,60015,11,3,133.5,2,7,0,1,0,0
10524,F,0,60015,11,4,108,30,1,0,0,0,0
10525,M,0,60015,11,1,17.5,10,7,0,0,0,0
10526,M,0,60015,11,1,111,21,12,0,0,0,0
10527,M,1,60015,11,1,83,16,34,0,0,1,0
10528,M,1,60015,11,3,48.5,23,2,0,0,0,0
10529,U,1,60016,11,1,17,12,32,0,0,1,1
10530,U,1,60016,11,1,74.5,31,5,0,0,0,0
10531,M,0,60016,11,4,221,35,26,1,0,0,0
10532,M,0,60016,11,4,88.5,13,8,0,0,0,0
10533,M,0,60018,11,1,27,13,4,0,0,0,0
10534,M,0,60018,11,2,124,24,32,1,0,0,0
10535,M,0,60019,11,2,48,3,18,1,0,0,0
10536,M,0,60019,11,1,44.5,24,16,0,0,0,0
10537,M,0,60022,11,2,24,18,21,1,0,0,0
10538,M,0,60022,11,1,70,23,1,0,0,0,0
10539,U,0,60025,11,1,13,28,9,0,0,0,0
10540,U,0,60025,11,3,131,32,14,0,0,0,0
10541,M,1,60025,11,4,103,34,10,0,0,0,0
10542,M,1,60025,11,2,42,16,3,0,0,0,0
10543,M,1,60025,11,1,69.5,11,17,0,0,0,0
10544,M,1,60025,11,1,202,10,6,0,0,0,0
10545,M,0,60030,11,5,117,3,3,0,0,0,0
10546,M,0,60030,11,2,41.5,15,35,1,0,0,0
10547,M,0,60030,11,3,111,6,2,0,0,0,0
10548,M,0,60030,11,5,382.5,16,10,0,0,0,0
10549,M,0,60031,11,1,24.5,12,8,0,0,0,0
10550,M,0,60031,11,4,77,15,17,0,0,1,0
10551,F,1,60033,11,1,44.5,17,32,1,0,0,0
10552,F,1,60033,11,1,54.5,6,16,0,0,0,0
10553,M,0,60035,11,2,44,9,26,1,0,0,0
10554,M,0,60035,11,1,109.5,18,19,0,0,1,0
10555,M,0,60035,11,1,39.5,35,16,0,0,1,0
10556,M,0,60035,11,2,66.5,24,11,0,0,0,0
10557,F,0,60035,11,1,32,11,12,0,0,0,0
10558,F,0,60035,11,5,257,5,5,0,0,0,0
10559,M,0,60042,11,4,109.5,9,4,0,0,0,0
10560,M,0,60042,11,1,234,3,21,0,0,1,0
10561,M,0,60044,11,1,129.5,11,1,0,0,0,0
10562,M,0,60044,11,1,40,17,24,1,0,0,0
10563,F,0,60045,11,1,14.5,13,18,0,0,0,0
10564,F,0,60045,11,3,74,16,15,0,0,0,0
10565,M,1,60045,11,1,39.5,23,4,0,0,0,0
10566,M,1,60045,11,1,94.5,23,33,0,0,1,0
10567,M,0,60046,11,2,64,22,2,0,0,0,0
10568,M,0,60046,11,1,82,9,2,0,0,0,0
10569,F,0,60047,11,1,97,13,19,1,0,0,0
10570,F,0,60047,11,1,24.5,24,8,0,0,0,0
10571,M,0,60047,11,1,49.5,34,9,0,0,0,0
10572,M,0,60047,11,3,109.5,9,34,0,0,1,0
10573,M,0,60047,11,1,22,4,5,0,0,0,0
10574,M,0,60047,11,1,24.5,6,5,0,0,0,0
10575,M,1,60048,11,2,154,20,11,0,0,0,0
10576,M,1,60048,11,1,4.5,31,13,0,0,0,0
10577,U,1,60048,11,1,184.5,19,2,0,0,0,0
10578,U,1,60048,11,2,59,15,14,0,0,0,0
10579,U,1,60050,11,4,79.5,16,10,0,0,0,0
10580,U,1,60050,11,4,348.5,9,18,0,0,0,0
10581,F,0,60050,11,2,61,12,1,0,0,0,0
10582,F,0,60050,11,1,19.5,8,30,0,0,1,0
10583,M,0,60053,11,2,44,1,36,1,0,0,0
10584,M,0,60053,11,3,80,8,14,0,0,0,0
10585,M,0,60056,11,5,176,26,17,0,0,1,0
10586,M,0,60056,11,1,69.5,8,22,0,0,1,0
10587,F,0,60056,11,4,100,8,28,1,0,0,1
10588,F,0,60056,11,1,14.5,14,2,0,0,0,0
10589,M,0,60060,11,2,39,14,2,0,0,0,0
10590,M,0,60060,11,1,37,7,1,0,0,0,0
10591,U,1,60060,11,3,53.5,32,11,0,0,0,0
10592,U,1,60060,11,2,210,15,5,0,0,0,0
10593,U,0,60061,11,3,78,16,2,0,0,0,0
10594,U,0,60061,11,1,119.5,24,6,0,0,0,0
10595,M,1,60062,11,2,99,12,10,0,0,0,0
10596,M,1,60062,11,1,49.5,12,12,0,0,0,0
10597,M,0,60062,11,2,43,3,29,1,0,0,0
10598,M,0,60062,11,2,55.5,31,2,0,0,0,0
10599,M,0,60062,11,2,45,15,23,1,0,0,0
10600,M,0,60062,11,2,151.5,13,16,1,0,0,0
10601,M,0,60062,11,1,82,18,19,0,0,1,0
10602,M,0,60062,11,3,151,16,21,1,0,0,0
10603,U,0,60064,11,1,52,36,18,0,0,1,0
10604,U,0,60064,11,1,30,13,18,0,0,1,0
10605,M,0,60067,11,4,102,14,5,0,0,0,0
10606,M,0,60067,11,1,16,16,8,0,0,0,0
10607,F,1,60067,11,2,249,10,24,0,0,1,0
10608,F,1,60067,11,3,189,12,23,0,0,1,0
10609,F,0,60067,11,3,124.5,4,32,0,0,1,0
10610,F,0,60067,11,1,7.5,31,14,0,0,0,0
10611,M,0,60067,11,1,44.5,25,15,0,0,0,0
10612,M,0,60067,11,1,39.5,4,14,0,0,0,0
10613,M,0,60068,11,1,14.5,25,10,0,0,0,0
10614,M,0,60068,11,2,50.5,5,4,0,0,0,0
10615,M,1,60068,11,4,162,24,18,1,0,0,0
10616,M,1,60068,11,1,24.5,7,5,0,0,0,0
10617,M,0,60069,11,1,49.5,7,1,0,0,0,0
10618,M,0,60069,11,4,98.5,17,12,0,0,0,0
10619,F,1,60070,11,2,134,32,19,0,0,0,0
10620,F,1,60070,11,5,278.5,24,5,0,0,0,0
10621,M,0,60073,11,2,139,24,21,1,0,0,0
10622,M,0,60073,11,1,49.5,14,2,0,0,0,0
10623,U,0,60076,11,1,24.5,12,18,0,0,1,0
10624,U,0,60076,11,1,49.5,3,12,0,0,0,0
10625,F,0,60076,11,2,98.5,2,12,0,0,0,0
10626,F,0,60076,11,2,59.5,29,32,1,0,0,0
10627,M,0,60077,11,4,336.5,14,23,1,0,0,0
10628,M,0,60077,11,1,49.5,18,20,0,0,1,1
10629,U,1,60083,11,1,19.5,3,8,0,0,0,0
10630,U,1,60083,11,1,84.5,7,13,0,0,0,1
10631,M,0,60085,11,5,210,16,10,0,0,0,0
10632,M,0,60085,11,5,574.5,15,16,0,0,1,0
10633,U,1,60087,11,1,125.5,17,35,0,0,1,0
10634,U,1,60087,11,1,34.5,7,2,0,0,0,0
10635,U,0,60089,11,1,14.5,14,13,0,0,0,0
10636,U,0,60089,11,2,31,5,18,0,0,0,0
10637,M,0,60089,11,5,249,15,36,0,0,1,1
10638,M,0,60089,11,1,7,14,2,0,0,0,0
10639,M,0,60089,11,4,211.5,25,8,0,0,0,0
10640,M,0,60089,11,2,24,6,33,1,0,0,0
10641,M,0,60090,11,1,74,27,28,1,0,0,0
10642,M,0,60090,11,1,64.5,2,7,0,0,0,0
10643,U,1,60090,11,5,236.5,10,26,1,0,0,0
10644,U,1,60090,11,1,17.5,29,27,1,0,0,0
10645,M,0,60091,11,1,114.5,21,2,0,0,0,0
10646,M,0,60091,11,3,398,8,23,0,0,1,0
10647,M,0,60091,11,1,32,11,11,0,0,0,0
10648,M,0,60091,11,2,89,7,22,0,1,1,0
10649,M,1,60093,11,1,97.5,10,30,1,0,0,0
10650,M,1,60093,11,1,56,17,6,0,0,0,0
10651,M,0,60093,11,1,14.5,1,7,0,0,0,0
10652,M,0,60093,11,2,57,30,13,0,0,0,0
10653,M,0,60093,11,2,71.5,19,4,0,0,0,0
10654,M,0,60093,11,2,25.5,4,3,0,0,0,0
10655,M,0,60098,11,1,32,21,17,1,0,0,0
10656,M,0,60098,11,3,133.5,1,8,0,0,0,0
10657,F,0,60099,11,3,99,30,26,1,0,0,0
10658,F,0,60099,11,2,99,16,19,0,0,1,0
10659,M,0,60101,11,2,17.5,6,5,0,0,0,1
10660,M,0,60101,11,1,13,27,17,1,0,0,0
10661,M,0,60102,11,4,163,25,36,1,0,0,0
10662,M,0,60102,11,1,34.5,15,13,0,0,0,0
10663,M,0,60102,11,4,80,23,16,0,0,0,0
10664,M,0,60102,11,4,125.5,29,27,0,0,1,0
10665,F,0,60103,11,3,86,32,18,0,0,0,0
10666,F,0,60103,11,5,73.5,9,10,0,0,0,0
10667,F,0,60103,11,3,101,5,20,0,0,1,0
10668,F,0,60103,11,1,149.5,27,25,0,0,1,0
10669,M,0,60103,11,1,54,31,1,0,0,0,0
10670,M,0,60103,11,3,79,30,29,0,0,1,0
10671,U,1,60106,11,3,131,1,30,1,0,0,0
10672,U,1,60106,11,1,34.5,23,16,1,0,0,0
10673,M,0,60107,11,4,276,25,24,1,0,0,0
10674,M,0,60107,11,3,128.5,7,35,0,0,1,0
10675,M,1,60108,11,2,66.5,1,34,0,1,1,0
10676,M,1,60108,11,2,56.5,1,20,0,0,1,0
10677,M,0,60110,11,1,14.5,4,11,0,0,0,0
10678,M,0,60110,11,1,14.5,8,10,0,0,0,0
10679,M,0,60115,11,4,56,18,24,1,0,0,0
10680,M,0,60115,11,1,34.5,8,21,1,0,0,0
10681,M,0,60118,11,2,64,26,15,0,0,0,0
10682,M,0,60118,11,1,59.5,1,22,1,0,0,0
10683,M,0,60120,11,1,37,3,18,0,0,1,0
10684,M,0,60120,11,4,161.5,1,31,1,0,0,0
10685,F,1,60120,11,1,26.5,5,20,1,0,0,0
10686,F,1,60120,11,3,78.5,19,21,1,0,0,1
10687,M,1,60123,11,1,19.5,31,9,0,0,0,0
10688,M,1,60123,11,2,79,33,12,0,0,0,0
10689,M,0,60123,11,1,65,21,11,0,0,0,0
10690,M,0,60123,11,1,76,28,23,1,0,0,0
10691,F,1,60126,11,1,16.5,33,3,0,0,0,0
10692,F,1,60126,11,4,268,1,23,0,1,1,0
10693,M,0,60126,11,1,53.5,16,33,1,0,0,0
10694,M,0,60126,11,4,92,22,22,1,0,0,0
10695,M,0,60130,11,2,160,20,2,0,0,0,0
10696,M,0,60130,11,5,180.5,4,10,0,0,0,0
10697,M,0,60134,11,1,49.5,11,16,0,0,0,0
10698,M,0,60134,11,2,85.5,2,34,0,0,1,0
10699,M,1,60134,11,3,46.5,27,25,0,0,1,0
10700,M,1,60134,11,1,44.5,12,5,0,0,0,0
10701,M,0,60137,11,2,169,34,14,0,0,0,0
10702,M,0,60137,11,5,96.5,28,13,0,0,0,0
10703,M,0,60137,11,4,261,28,33,0,0,1,0
10704,M,0,60137,11,1,19.5,11,21,1,0,0,0
10705,M,0,60137,11,5,127,12,4,0,0,0,0
10706,M,0,60137,11,1,4.5,4,7,0,0,0,0
10707,M,0,60139,11,1,44.5,23,5,0,0,0,0
10708,M,0,60139,11,3,187.5,5,19,0,0,0,0
10709,M,1,60143,11,1,59.5,18,15,0,0,0,0
10710,M,1,60143,11,1,24.5,2,18,1,0,0,0
10711,F,1,60148,11,1,39.5,33,12,0,0,0,0
10712,F,1,60148,11,3,54.5,17,30,0,0,1,0
10713,M,0,60148,11,3,223.5,11,11,0,0,0,0
10714,M,0,60148,11,1,39.5,20,6,0,0,0,0
10715,M,0,60152,11,2,99,23,4,0,0,0,0
10716,M,0,60152,11,3,103,27,14,0,0,0,0
10717,M,0,60154,11,2,98,27,5,0,0,0,0
10718,M,0,60154,11,5,120.5,5,24,0,0,1,0
10719,F,0,60160,11,3,193.5,1,25,0,1,1,0
10720,F,0,60160,11,1,19.5,13,17,0,0,0,0
10721,M,0,60171,11,4,111.5,15,2,0,0,0,0
10722,M,0,60171,11,1,69.5,15,36,0,0,1,0
10723,F,0,60172,11,3,137.5,18,31,0,0,1,0
10724,F,0,60172,11,1,29.5,11,3,0,0,0,0
10725,M,0,60173,11,1,19.5,20,1,0,0,0,0
10726,M,0,60173,11,2,154,13,2,0,0,0,0
10727,M,0,60174,11,1,35.5,17,18,1,0,0,0
10728,M,0,60174,11,1,39.5,12,9,0,0,0,0
10729,M,0,60174,11,2,94,4,13,0,0,0,0
10730,M,0,60174,11,1,12,22,25,0,0,1,0
10731,M,0,60175,11,2,59,16,19,0,0,1,0
10732,M,0,60175,11,1,9.5,13,1,0,0,0,0
10733,M,0,60176,11,2,106.5,2,11,0,0,0,0
10734,M,0,60176,11,1,54.5,9,16,0,0,0,0
10735,M,0,60178,11,2,36.5,1,16,0,0,0,0
10736,M,0,60178,11,1,24.5,4,12,0,0,0,0
10737,M,0,60181,11,1,9.5,34,20,0,0,1,0
10738,M,0,60181,11,5,203.5,10,11,0,0,0,0
10739,M,0,60185,11,1,29.5,1,14,0,0,0,0
10740,M,0,60185,11,3,69,14,23,0,0,1,0
10741,M,1,60186,11,1,59.5,18,18,1,0,0,0
10742,M,1,60186,11,1,49.5,25,7,0,0,0,0
10743,M,0,60187,11,1,74.5,6,22,0,0,1,0
10744,M,0,60187,11,1,44.5,31,10,0,0,0,0
10745,M,0,60187,11,2,22.5,4,19,1,0,0,0
10746,M,0,60187,11,3,68.5,2,5,0,0,0,0
10747,U,1,60187,11,1,24.5,1,25,1,0,0,0
10748,U,1,60187,11,1,9.5,26,10,0,0,0,0
10749,M,0,60187,11,2,103,8,2,0,0,0,0
10750,M,0,60187,11,4,86.5,4,19,0,0,1,0
10751,F,0,60188,11,1,29.5,6,19,0,0,1,0
10752,F,0,60188,11,1,39.5,24,5,0,0,0,0
10753,M,0,60188,11,2,164,19,16,1,0,0,0
10754,M,0,60188,11,1,61,8,14,0,0,0,0
10755,M,0,60190,11,4,167,1,19,0,0,1,0
10756,M,0,60190,11,1,14.5,24,13,0,0,0,0
10757,M,0,60191,11,2,136.5,4,1,0,0,0,0
10758,M,0,60191,11,3,79.5,33,35,1,0,0,0
10759,M,0,60193,11,2,223.5,1,9,0,0,0,0
10760,M,0,60193,11,1,40.5,1,6,0,0,0,0
10761,M,0,60193,11,2,49,12,16,0,0,0,0
10762,M,0,60193,11,1,22,17,6,0,0,0,0
10763,M,0,60194,11,1,29.5,8,19,1,0,0,0
10764,M,0,60194,11,3,76,10,6,0,0,0,0
10765,U,0,60194,11,2,53,4,3,0,0,0,0
10766,U,0,60194,11,1,24.5,19,16,0,0,0,0
10767,F,0,60195,11,1,19.5,22,10,0,0,0,0
10768,F,0,60195,11,1,29.5,20,21,1,0,0,0
10769,M,0,60196,11,4,83,17,20,0,0,1,0
10770,M,0,60196,11,4,52.5,25,12,0,0,0,0
10771,M,0,60201,11,2,34,7,13,0,0,0,0
10772,M,0,60201,11,1,19.5,11,1,0,0,0,0
10773,M,0,60201,11,3,406.5,6,5,0,0,0,0
10774,M,0,60201,11,5,240.5,11,16,0,0,0,0
10775,M,0,60201,11,2,54,4,5,0,0,0,0
10776,M,0,60201,11,1,12,22,14,0,0,0,0
10777,M,0,60202,11,3,108.5,20,23,1,0,0,0
10778,M,0,60202,11,4,123,1,13,0,0,0,0
10779,M,0,60202,11,5,97.5,8,9,0,1,0,0
10780,M,0,60202,11,3,26.5,31,20,0,1,1,0
10781,M,1,60208,11,1,24.5,3,14,0,0,0,0
10782,M,1,60208,11,2,159.5,4,17,0,0,0,0
10783,M,0,60302,11,3,159.5,28,15,0,0,0,0
10784,M,0,60302,11,4,382.5,2,6,0,0,0,0
10785,M,0,60302,11,3,222,16,3,0,0,0,0
10786,M,0,60302,11,1,9.5,26,10,0,0,0,0
10787,M,0,60304,11,1,26,12,30,0,0,1,0
10788,M,0,60304,11,1,39.5,24,21,1,0,0,0
10789,M,0,60305,11,2,71,28,10,0,0,0,0
10790,M,0,60305,11,1,14.5,15,16,0,0,0,0
10791,M,1,60402,11,4,203,4,20,1,0,0,1
10792,M,1,60402,11,2,37.5,5,35,0,0,1,0
10793,F,0,60409,11,1,49.5,28,7,0,0,0,0
10794,F,0,60409,11,5,359,6,9,0,0,0,0
10795,M,0,60411,11,1,124.5,21,31,0,0,1,0
10796,M,0,60411,11,2,117,9,7,0,0,0,0
10797,F,1,60417,11,2,64,2,19,0,1,1,0
10798,F,1,60417,11,1,64.5,19,35,1,0,0,0
10799,U,0,60422,11,1,15.5,17,3,0,0,0,0
10800,U,0,60422,11,1,69.5,14,18,0,0,0,0
10801,M,0,60423,11,4,49,29,5,0,0,0,0
10802,M,0,60423,11,2,64,21,3,0,0,0,0
10803,U,1,60426,11,1,86.5,34,12,0,0,0,0
10804,U,1,60426,11,2,226.5,34,25,0,1,1,0
10805,M,1,60430,11,2,134,18,4,0,1,0,0
10806,M,1,60430,11,1,17.5,24,21,0,0,1,0
10807,U,0,60433,11,3,57.5,18,23,1,0,0,0
10808,U,0,60433,11,1,87,2,8,0,0,0,0
10809,F,0,60435,11,5,117,8,8,0,0,0,0
10810,F,0,60435,11,1,49.5,6,7,0,0,0,0
10811,M,0,60436,11,5,205.5,25,36,1,0,0,0
10812,M,0,60436,11,2,146.5,16,18,1,0,0,0
10813,F,1,60438,11,2,76,4,17,0,0,0,0
10814,F,1,60438,11,1,68,9,17,0,0,0,0
10815,M,1,60439,11,3,158.5,12,10,0,0,0,0
10816,M,1,60439,11,1,13,4,9,0,0,0,0
10817,M,0,60440,11,5,154.5,12,31,1,0,0,1
10818,M,0,60440,11,1,34.5,12,14,0,0,0,0
10819,M,0,60441,11,1,49.5,19,3,0,0,0,0
10820,M,0,60441,11,5,46,31,20,0,0,1,0
10821,M,1,60441,11,2,66.5,29,10,0,0,0,0
10822,M,1,60441,11,4,104.5,6,21,1,0,0,0
10823,M,0,60443,11,5,337,4,23,0,0,1,0
10824,M,0,60443,11,1,59.5,14,2,0,0,0,0
10825,M,0,60448,11,3,133.5,1,30,0,0,1,0
10826,M,0,60448,11,5,197.5,14,17,0,0,0,0
10827,M,1,60450,11,1,17.5,15,16,0,0,0,0
10828,M,1,60450,11,1,17.5,35,15,0,0,0,0
10829,M,0,60452,11,2,121.5,32,10,0,0,0,0
10830,M,0,60452,11,4,113.5,8,5,0,0,0,0
10831,M,0,60453,11,1,24.5,13,14,0,0,0,0
10832,M,0,60453,11,1,65,17,2,0,0,0,0
10833,M,0,60453,11,4,101.5,14,6,0,1,0,0
10834,M,0,60453,11,3,199,2,21,0,0,1,0
10835,M,0,60458,11,1,24.5,8,6,0,0,0,0
10836,M,0,60458,11,4,60,6,14,0,0,0,0
10837,M,0,60462,11,1,14.5,21,12,0,0,0,0
10838,M,0,60462,11,1,39.5,2,23,0,0,1,0
10839,M,0,60462,11,1,58.5,11,14,0,0,0,0
10840,M,0,60462,11,2,34,29,15,0,0,0,0
10841,M,0,60462,11,2,101.5,20,24,0,0,1,0
10842,M,0,60462,11,1,169.5,9,14,0,0,0,0
10843,F,1,60464,11,3,151,6,12,0,0,0,0
10844,F,1,60464,11,4,156.5,22,18,0,0,0,0
10845,M,0,60466,11,1,13,17,27,0,0,1,0
10846,M,0,60466,11,3,513.5,15,16,0,0,0,0
10847,F,0,60469,11,1,49.5,11,33,1,0,0,0
10848,F,0,60469,11,1,14.5,33,12,0,0,0,0
10849,U,0,60473,11,2,166.5,13,15,1,0,0,0
10850,U,0,60473,11,2,136.5,27,36,1,0,0,0
10851,M,1,60477,11,3,80.5,6,29,1,0,0,0
10852,M,1,60477,11,1,22,5,17,0,0,1,0
10853,M,1,60478,11,3,136,28,35,0,0,1,0
10854,M,1,60478,11,1,24.5,12,9,0,0,0,0
10855,M,1,60501,11,1,24.5,25,29,0,0,1,0
10856,M,1,60501,11,2,95.5,16,30,1,0,0,0
10857,M,0,60504,11,1,7,19,2,0,0,0,0
10858,M,0,60504,11,3,58.5,8,23,0,0,1,0
10859,M,1,60505,11,2,74,25,5,0,0,0,0
10860,M,1,60505,11,1,16,13,25,1,0,0,0
10861,M,0,60506,11,1,19.5,25,13,0,0,0,0
10862,M,0,60506,11,1,42,7,25,1,0,0,0
10863,M,1,60507,11,3,128.5,30,5,0,0,0,0
10864,M,1,60507,11,3,35.5,14,11,0,0,0,0
10865,M,1,60510,11,1,26.5,24,3,0,0,0,0
10866,M,1,60510,11,1,84.5,14,30,0,0,1,0
10867,M,0,60513,11,3,121,27,29,0,0,1,0
10868,M,0,60513,11,1,94.5,3,6,0,0,0,0
10869,M,0,60514,11,1,67,17,13,0,0,0,0
10870,M,0,60514,11,1,29.5,35,22,0,0,1,0
10871,M,0,60515,11,5,109.5,1,23,0,0,1,0
10872,M,0,60515,11,1,79.5,20,16,0,0,0,0
10873,F,1,60515,11,3,136,22,28,1,0,0,0
10874,F,1,60515,11,1,29.5,21,7,0,0,0,0
10875,M,0,60516,11,1,99.5,14,1,0,0,0,0
10876,M,0,60516,11,5,187,2,3,0,0,0,0
10877,M,0,60516,11,4,109.5,35,16,1,0,0,0
10878,M,0,60516,11,4,183.5,18,2,0,1,0,0
10879,M,0,60517,11,1,19.5,30,10,0,0,0,0
10880,M,0,60517,11,5,210.5,4,28,1,0,0,0
10881,F,0,60521,11,2,42.5,15,3,0,0,0,0
10882,F,0,60521,11,2,86.5,16,28,1,0,0,0
10883,F,0,60521,11,2,71.5,26,14,0,0,0,0
10884,F,0,60521,11,2,19,24,33,1,0,0,0
10885,F,0,60521,11,1,84.5,19,20,1,0,0,0
10886,F,0,60521,11,3,108.5,8,28,0,0,1,0
10887,M,0,60521,11,5,528.5,27,34,0,0,1,0
10888,M,0,60521,11,2,41.5,7,18,0,1,0,1
10889,M,0,60521,11,1,6,7,32,1,0,0,0
10890,M,0,60521,11,1,199.5,36,5,0,0,0,0
10891,F,0,60525,11,2,139,18,7,0,0,0,0
10892,F,0,60525,11,2,56.5,8,15,0,0,0,0
10893,M,0,60525,11,1,39.5,1,1,0,0,0,0
10894,M,0,60525,11,4,121,29,34,1,0,0,0
10895,M,0,60532,11,1,89.5,36,13,0,0,0,0
10896,M,0,60532,11,2,164,1,28,0,0,1,0
10897,M,0,60532,11,2,48,6,12,0,0,0,0
10898,M,0,60532,11,3,231,8,24,1,0,0,1
10899,F,0,60532,11,3,148,2,21,0,0,1,0
10900,F,0,60532,11,4,185.5,6,25,1,0,0,0
10901,M,0,60540,11,1,59.5,2,27,0,0,1,0
10902,M,0,60540,11,1,39.5,14,26,1,0,0,0
10903,M,0,60540,11,1,29.5,20,5,0,0,0,0
10904,M,0,60540,11,1,104.5,13,14,0,0,0,0
10905,U,1,60540,11,4,152,28,2,0,0,0,0
10906,U,1,60540,11,1,59.5,24,11,0,0,0,0
10907,M,0,60540,11,4,142,25,24,1,0,0,0
10908,M,0,60540,11,3,63.5,6,31,0,0,1,0
10909,M,0,60543,11,1,31,32,19,0,0,1,0
10910,M,0,60543,11,4,303,3,33,0,0,1,0
10911,U,1,60545,11,1,14.5,30,21,0,0,1,0
10912,U,1,60545,11,2,114,18,20,1,0,0,0
